CN,INVYR,STATECD,COUNTYCD,O3PLOT,FIELD_ID,SPLIT_PLOTID,MEASYEAR,SPECIES_EVAL_CNT,BIOSITE_INDEX,ELEV,PLTSIZE,ASPECT,TERRPOS,SOILDPTH,SOILDRN,PLOTWET,PLTDSTRB,BIOSITE_INDEX_MULTIPLIER,LAT,LON,CREATED_DATE,MODIFIED_DATE
226152591010661,2003,54,91,6911.0,691,1,2003,3.0,0.0,1241,1.0,343,3.0,1.0,1.0,,0.0,0.0,39.318123,-80.049527,2010-06-07 12:31:26,2010-09-24 11:01:53
226152575010661,2003,54,93,4281.0,428,1,2003,3.0,0.00376556,3099,1.0,0,4.0,1.0,1.0,,0.0,3.7655555555555558,39.183999,-79.389547,2010-06-07 12:31:21,2010-09-24 11:01:53
226152618010661,2003,54,95,13001.0,1300,1,2003,3.0,0.00028444,1080,1.0,0,1.0,1.0,1.0,,0.0,0.28444444444444444,39.546041,-80.980761,2010-06-07 12:31:33,2010-09-24 11:01:53
226152307010661,2003,54,101,13731.0,1373,1,2003,3.0,6.222e-05,1836,1.0,0,4.0,1.0,1.0,,0.0,0.06222222222222222,38.463803,-80.405832,2010-06-07 12:29:49,2010-09-24 11:01:53
226152196010661,2003,54,109,15391.0,1539,1,2003,3.0,0.0,1440,1.0,248,1.0,1.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-06-07 12:29:15,2010-09-24 11:01:53
226504351010661,1996,54,61,8351.0,835,1,1996,2.0,0.0,2506,1.0,244,1.0,1.0,1.0,,2.0,0.0,39.63146,-79.862029,2010-06-09 10:25:38,2010-09-24 11:02:21
226504304010661,1996,54,67,2861.0,286,1,1996,3.0,0.0,1800,2.0,147,3.0,1.0,1.0,,0.0,0.0,38.419896,-80.662936,2010-06-09 10:25:24,2010-09-24 11:02:21
226504348010661,1996,54,77,6871.0,687,1,1996,1.0,0.0171,2340,1.0,0,1.0,1.0,1.0,,2.0,17.1,39.702235,-79.536704,2010-06-09 10:25:37,2010-09-24 11:02:21
226504310010661,1996,54,79,291.0,29,1,1996,3.0,0.0219575,900,1.0,130,1.0,1.0,1.0,,2.0,21.9575,38.431078,-82.015267,2010-06-09 10:25:26,2010-09-24 11:02:21
226504280010661,1996,54,81,10151.0,1015,1,1996,1.0,0.0,1220,2.0,0,2.0,1.0,1.0,,0.0,0.0,37.757611,-81.041544,2010-06-09 10:25:19,2010-09-24 11:02:21
226504282010661,1996,54,81,12431.0,1243,1,1996,1.0,0.0,1900,2.0,0,4.0,1.0,1.0,,0.0,0.0,37.813176,-81.39458,2010-06-09 10:25:19,2010-09-24 11:02:21
226504296010661,1996,54,83,3671.0,367,1,1996,1.0,0.0353875,1967,2.0,182,1.0,1.0,1.0,,0.0,35.3875,38.922892,-79.807305,2010-06-09 10:25:22,2010-09-24 11:02:21
226504346010661,1996,54,91,81.0,8,1,1996,2.0,0.0,1800,3.0,112,1.0,1.0,1.0,,2.0,0.0,39.355172,-79.931686,2010-06-09 10:25:37,2010-09-24 11:02:21
226504353010661,1996,54,91,6911.0,691,1,1996,1.0,0.0,1241,2.0,0,2.0,1.0,1.0,,0.0,0.0,39.318123,-80.049527,2010-06-09 10:25:38,2010-09-24 11:02:21
226504231010661,1996,54,99,15581.0,1558,1,1996,4.0,0.00447917,600,1.0,250,3.0,1.0,1.0,,2.0,4.479166666666667,38.264396,-82.462287,2010-06-09 10:25:05,2010-09-24 11:02:21
